"","Actual_From","Actual_To","Weight"
"6022",885,184,0.971015197603415
"6023",885,185,0.97547454822648
"6024",885,186,0.979601997979798
"6025",885,187,0.978173458441549
"6026",885,188,0.957292759893196
"6027",885,284,0.76280378820919
"6030",885,292,0.765955984204692
"6032",885,294,0.772250701456903
"6033",885,295,0.77352952446527
"6034",886,179,1
"6035",886,180,0.942633334616583
"6036",886,181,0.96778176135274
"6037",886,182,0.92421446234685
"6038",886,183,0.9184316806153
"6039",886,184,0.943313082365106
"6040",886,185,0.959660436700755
"6041",886,186,0.961937162505861
"6042",886,187,0.939721858669219
"6043",886,188,0.938098928366038
"6044",886,284,0.746779903592381
"6047",886,292,0.725030643723737
"6049",886,294,0.745402743016304
"6050",886,295,0.75544332030475
"6051",893,14,1
"6052",893,15,0.996496394188506
"6053",894,14,1
"6054",894,15,0.994725262681319
"6376",948,81,1
"6377",948,82,0.999998594716376
"6378",951,30,1
"6379",951,34,1
"6380",951,457,1
"6381",951,533,1
"6382",951,1028,1
"6391",953,2,0.975624000581104
"6392",953,5,0.992214733834713
"6395",953,8,0.98652602919969
"6396",953,9,0.992223960970311
"6397",953,10,0.983961851085588
"6398",953,11,0.990491924521355
"6399",953,12,1
"6402",953,248,0.899357174128698
"6403",953,312,0.898561468882177
"6404",953,396,0.972372742506833
"6406",953,518,0.886674384061594
"6408",953,754,0.898071680657325
"6409",953,843,0.920788614368804
"6411",953,949,0.944150468447349
"6416",953,1149,0.894503855012807
"6417",953,1188,0.895833220815671
"6418",953,1189,0.904648276034106
"6429",955,179,0.961804040103148
"6430",955,180,0.987097321357099
"6431",955,181,0.966644406176215
"6432",955,182,0.989201710456855
"6433",955,183,0.995034924571717
"6434",955,184,0.968609905568872
"6435",955,185,0.970082929443088
"6436",955,186,0.98034891735766
"6437",955,187,0.979391192660502
"6438",955,188,0.967588230131129
"6439",955,284,1
"6442",955,292,0.980920196899773
"6444",955,294,0.992992013369532
"6445",955,295,0.997932191045846
"6565",970,1239,0.477130718262968
"6572",971,1239,0.532679625571953
"6579",972,1239,0.476080902205608
"6586",973,1239,0.512487600325577
"6591",974,1239,1
"6596",975,1239,1
"6601",976,1239,1
"6765",999,83,0.997095118335526
"6766",999,84,0.999679228605616
"6768",999,135,0.55445906572567
"6769",999,136,0.558962094800269
"6780",999,263,0.721384252307023
"6781",999,264,0.71924129501096
"6784",999,267,0.721907714890642
"6785",999,268,0.724474135803747
"6786",999,269,0.722018001841036
"6790",999,487,1
"6791",999,488,0.993656749368502
"6792",999,489,0.986966917989255
"6795",999,621,0.800870264675653
"6796",999,622,0.819439754538822
"6797",999,623,0.820346370963067
"6800",999,707,0.16584363821006
"6801",999,708,0.168532793884225
"6815",999,922,0.987605221070012
"6816",999,948,0.733241252848405
"6817",999,953,0.352029583870287
"6818",999,989,0.999788880276856
"6819",999,990,0.979234158996884
"6820",999,991,0.999788880276856
"6830",999,1074,0.14916548159203
"6834",999,1175,0.992685131264621
"6839",1000,83,0.979819057520458
"6840",1000,84,0.976899291476909
"6842",1000,135,0.553950090954647
"6843",1000,136,0.555513218773801
"6854",1000,263,0.732686174890831
"6855",1000,264,0.732901568728895
"6858",1000,267,0.728326122607625
"6859",1000,268,0.724637989911858
"6860",1000,269,0.733330118428421
"6864",1000,487,0.976536853923258
"6865",1000,488,0.983704042861115
"6866",1000,489,0.991262822978386
"6869",1000,621,0.814477306394889
"6870",1000,622,0.800969440992049
"6871",1000,623,0.811106646302703
"6874",1000,707,0.19035151589845
"6875",1000,708,0.19328639235979
"6889",1000,922,0.990541614398312
"6890",1000,948,0.725782999724283
"6891",1000,953,0.392180736850033
"6892",1000,989,0.976775403931952
"6893",1000,990,1
"6894",1000,991,0.976775403931952
"6904",1000,1074,0.157078648156838
"6908",1000,1175,0.984801863128882
"7271",1040,155,1
"7515",1080,1239,0.224825319818711
"7516",1080,1240,1
"7518",1081,1239,1
"7519",1082,1239,1
"7598",1098,610,0.961136545092007
"7599",1098,611,0.9867364851984
"7600",1098,613,0.267267782328713
"7601",1098,614,1
"7721",1124,1126,0.95626392371585
"7722",1124,1127,1
"7724",1125,1124,0.870690758195344
"7725",1125,1126,0.803746260024845
"7726",1125,1127,1
"7729",1127,1126,1
"7883",1146,1239,1
"7887",1151,318,0.955373537903365
"7888",1151,841,1
"7889",1151,842,0.961198699026709
"7890",1152,318,0.968959179472441
"7891",1152,841,0.904338951544329
"7892",1152,842,1
"7899",1157,775,0.985468042954033
"7900",1157,1151,1
"7901",1157,1152,0.962334790693127
"7902",1157,1365,0.914253898826466
"7903",1157,1366,0.911027119800967
"7992",1184,1124,0.941660234190953
"7993",1184,1125,1
"8006",1191,655,1
"8007",1191,656,0.969351504208898
"8008",1191,657,0.834830193895771
"8009",1191,658,0.979237421264069
"8010",1191,659,0.955093327342418
"8429",1239,783,1
"8430",1239,784,1
"8593",1277,259,0.996697561857126
"8594",1277,381,0.952433801505646
"8595",1277,410,0.953952231637883
"8596",1277,411,0.937454032747182
"8598",1277,420,1
"8599",1277,422,0.969700125746902
"8600",1277,546,0.945085272613887
"8642",1286,601,0.944276783451995
"8643",1286,602,1
"8644",1286,603,0.903060794222206
"8645",1286,604,0.770512466135729
"8646",1286,605,0.811861482014487
"8647",1286,606,0.775368014064337
"8648",1286,607,0.734009191944176
"8649",1286,608,0.956965195877029
"8650",1286,609,0.707826231251314
"8652",1286,613,0.55576972521875
"8654",1286,616,0.644462281045979
"8655",1286,617,0.642030290826634
"8656",1286,618,0.595391792687155
"8657",1286,619,0.589202783837824
"8733",1300,604,1
"8735",1301,604,1
"8782",1322,601,0.957737392834105
"8783",1322,602,1
"8784",1322,603,0.910227583937613
"8785",1322,604,0.769204528776852
"8786",1322,605,0.823941658939924
"8787",1322,606,0.789326217352654
"8788",1322,607,0.737330816496714
"8789",1322,608,0.957188792559914
"8790",1322,609,0.711812838586776
"8792",1322,613,0.558220280901881
"8794",1322,616,0.645385407091709
"8795",1322,617,0.64388284800658
"8796",1322,618,0.600464853469223
"8797",1322,619,0.596264078009031
"8837",1325,41,1
"8978",1353,14,1
"8979",1353,15,0.996020978430041
"9016",1361,259,1
"9017",1361,381,0.953795892425017
"9018",1361,410,0.955758987093343
"9019",1361,411,0.934165545288636
"9021",1361,420,0.997386663047089
"9022",1361,422,0.975409334819066
"9023",1361,546,0.944909687638242
"9029",1363,601,0.949534840038918
"9030",1363,602,1
"9031",1363,603,0.903792231754814
"9032",1363,604,0.768049010929395
"9033",1363,605,0.822586442117806
"9034",1363,606,0.78716244592135
"9035",1363,607,0.735471379336966
"9036",1363,608,0.955058350550699
"9037",1363,609,0.709817862010653
"9039",1363,613,0.560203590800651
"9041",1363,616,0.642683417770664
"9042",1363,617,0.639148817704516
"9043",1363,618,0.596934378177215
"9044",1363,619,0.593497479301667
"9046",1365,318,1
"9047",1365,841,0.956126621927972
"9048",1365,842,0.99027851365041
"9049",1366,318,1
"9050",1366,841,0.941115568392997
"9051",1366,842,0.983933648479751
"9108",1375,179,1
"9109",1375,180,0.954880985432563
"9110",1375,181,0.994956387628788
"9111",1375,182,0.94719313502755
"9112",1375,183,0.945915215417552
"9113",1375,184,0.968134838291762
"9114",1375,185,0.980392425607487
"9115",1375,186,0.968978182593001
"9116",1375,187,0.966956227278544
"9117",1375,188,0.968003170918018
"9118",1375,284,0.773777023006288
"9121",1375,292,0.785225780632588
"9123",1375,294,0.777274423049704
"9124",1375,295,0.780903106896576
"9125",1376,179,1
"9126",1376,180,0.954596326059474
"9127",1376,181,0.996778176374692
"9128",1376,182,0.947847154809302
"9129",1376,183,0.947843289275638
"9130",1376,184,0.970150347745666
"9131",1376,185,0.981514040891443
"9132",1376,186,0.967844014239805
"9133",1376,187,0.969741684004953
"9134",1376,188,0.97003429972383
"9135",1376,284,0.795128800064819
"9138",1376,292,0.808883355603055
"9140",1376,294,0.800449428835711
"9141",1376,295,0.800891115690522
