train_node_idx,train_label,train_pred_label
338,2,1
316,2,1
321,2,0
766,2,1
441,0,1
240,2,1
519,0,1
406,2,1
456,0,0
506,0,0
832,0,0
678,2,0
260,2,1
885,2,1
505,2,1
845,2,0
481,2,1
408,2,1
494,2,1
736,2,1
228,2,0
584,1,1
609,2,1
187,2,1
324,1,1
192,2,1
199,2,0
864,2,0
405,2,0
843,2,0
911,2,0
847,1,1
500,0,0
890,0,0
539,2,1
846,0,1
474,2,1
881,0,1
159,2,1
744,2,1
346,0,0
822,0,0
402,1,0
373,2,0
763,2,1
926,0,0
259,2,1
350,2,1
460,2,1
174,1,0
372,2,0
314,2,1
582,0,0
497,0,0
795,2,1
657,2,1
893,1,0
185,2,1
170,2,1
835,0,1
665,2,0
703,2,1
367,2,1
223,2,1
415,2,1
808,2,0
538,2,1
670,0,0
912,2,1
323,2,1
841,0,0
602,1,1
244,2,1
828,2,0
903,1,0
594,2,1
340,2,0
516,2,1
533,2,1
532,2,1
359,2,1
128,1,1
673,2,0
349,2,1
923,1,0
814,0,1
642,2,0
504,2,0
546,2,1
179,2,0
231,2,1
452,2,0
471,2,1
486,2,1
888,2,1
434,2,1
190,2,1
409,2,0
702,2,1
775,0,0
160,2,0
510,2,1
798,2,0
779,0,1
307,2,1
239,1,1
595,2,0
790,2,1
933,2,0
753,1,1
424,2,0
287,2,0
593,2,1
849,2,1
339,2,0
807,2,0
898,2,1
877,2,0
325,2,0
410,2,0
337,2,0
690,1,0
858,2,0
745,2,0
202,2,1
555,2,1
273,0,1
157,2,0
759,1,1
209,2,1
583,1,1
891,2,0
358,2,0
253,2,0
696,2,1
837,0,0
300,2,0
644,2,1
688,2,1
332,2,1
139,2,1
586,2,0
175,2,1
247,2,1
566,1,0
541,2,1
758,2,1
214,2,0
285,2,0
414,2,0
778,2,1
188,1,0
651,2,1
134,1,1
135,2,0
544,2,1
896,1,1
489,2,1
